amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,organisation,start-date,units,slug
2E+3,received,16/00602/FULL-cil-s,16/00602/FULL-tr-cil-s-5,,2020-06-17,local-authority-eng:GOS,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-s-5
375,received,16/00602/FULL-cil-n,16/00602/FULL-tr-cil-n-5,,2020-06-17,local-authority-eng:GOS,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-n-5
125,received,16/00602/FULL-cil-a,16/00602/FULL-tr-cil-a-5,,2020-06-17,local-authority-eng:GOS,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-a-5
2E+3,received,16/00602/FULL-cil-s,16/00602/FULL-tr-cil-s-6,,2020-06-17,local-authority-eng:GOS,2019-11-12,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-s-6
375,received,16/00602/FULL-cil-n,16/00602/FULL-tr-cil-n-6,,2020-06-17,local-authority-eng:GOS,2019-11-12,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-n-6
125,received,16/00602/FULL-cil-a,16/00602/FULL-tr-cil-a-6,,2020-06-17,local-authority-eng:GOS,2019-11-12,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-a-6
2E+3,received,16/00602/FULL-cil-s,16/00602/FULL-tr-cil-s-7,,2020-06-17,local-authority-eng:GOS,2019-12-12,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-s-7
375,received,16/00602/FULL-cil-n,16/00602/FULL-tr-cil-n-7,,2020-06-17,local-authority-eng:GOS,2019-12-12,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-n-7
125,received,16/00602/FULL-cil-a,16/00602/FULL-tr-cil-a-7,,2020-06-17,local-authority-eng:GOS,2019-12-12,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-a-7
2E+3,received,16/00602/FULL-cil-s,16/00602/FULL-tr-cil-s-8,,2020-06-17,local-authority-eng:GOS,2020-01-15,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-s-8
375,received,16/00602/FULL-cil-n,16/00602/FULL-tr-cil-n-8,,2020-06-17,local-authority-eng:GOS,2020-01-15,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-n-8
125,received,16/00602/FULL-cil-a,16/00602/FULL-tr-cil-a-8,,2020-06-17,local-authority-eng:GOS,2020-01-15,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-a-8
2E+3,received,16/00602/FULL-cil-s,16/00602/FULL-tr-cil-s-9,,2020-06-17,local-authority-eng:GOS,2020-02-11,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-s-9
375,received,16/00602/FULL-cil-n,16/00602/FULL-tr-cil-n-9,,2020-06-17,local-authority-eng:GOS,2020-02-11,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-n-9
125,received,16/00602/FULL-cil-a,16/00602/FULL-tr-cil-a-9,,2020-06-17,local-authority-eng:GOS,2020-02-11,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-a-9
469.53,secured,16/00602/FULL-cil-s,16/00602/FULL-tr-cil-s-10,,2020-06-17,local-authority-eng:GOS,2019-05-31,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-s-10
88.04,secured,16/00602/FULL-cil-n,16/00602/FULL-tr-cil-n-10,,2020-06-17,local-authority-eng:GOS,2019-05-31,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-n-10
29.35,secured,16/00602/FULL-cil-a,16/00602/FULL-tr-cil-a-10,,2020-06-17,local-authority-eng:GOS,2019-05-31,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-a-10
15023.83,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-1,,2020-06-17,local-authority-eng:GOS,2018-04-06,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-1
2816.97,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-1,,2020-06-17,local-authority-eng:GOS,2018-04-06,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-1
938.99,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-1,,2020-06-17,local-authority-eng:GOS,2018-04-06,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-1
2E+3,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-2,,2020-06-17,local-authority-eng:GOS,2019-07-02,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-2
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-2,,2020-06-17,local-authority-eng:GOS,2019-07-02,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-2
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-2,,2020-06-17,local-authority-eng:GOS,2019-07-02,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-2
2E+3,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-3,,2020-06-17,local-authority-eng:GOS,2019-08-07,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-3
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-3,,2020-06-17,local-authority-eng:GOS,2019-08-07,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-3
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-3,,2020-06-17,local-authority-eng:GOS,2019-08-07,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-3
2E+3,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-4,,2020-06-17,local-authority-eng:GOS,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-4
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-4,,2020-06-17,local-authority-eng:GOS,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-4
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-4,,2020-06-17,local-authority-eng:GOS,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-4
2E+3,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-5,,2020-06-17,local-authority-eng:GOS,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-5
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-5,,2020-06-17,local-authority-eng:GOS,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-5
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-5,,2020-06-17,local-authority-eng:GOS,2019-09-10,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-5
2E+3,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-6,,2020-06-17,local-authority-eng:GOS,2019-11-11,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-6
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-6,,2020-06-17,local-authority-eng:GOS,2019-11-11,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-6
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-6,,2020-06-17,local-authority-eng:GOS,2019-11-11,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-6
2E+3,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-7,,2020-06-17,local-authority-eng:GOS,2019-12-12,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-7
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-7,,2020-06-17,local-authority-eng:GOS,2019-12-12,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-7
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-7,,2020-06-17,local-authority-eng:GOS,2019-12-12,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-7
2E+3,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-8,,2020-06-17,local-authority-eng:GOS,2020-01-15,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-8
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-8,,2020-06-17,local-authority-eng:GOS,2020-01-15,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-8
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-8,,2020-06-17,local-authority-eng:GOS,2020-01-15,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-8
2E+3,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-9,,2020-06-17,local-authority-eng:GOS,2020-02-11,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-9
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-9,,2020-06-17,local-authority-eng:GOS,2020-02-11,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-9
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-9,,2020-06-17,local-authority-eng:GOS,2020-02-11,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-9
2355.5,secured,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-10,,2020-06-17,local-authority-eng:GOS,2019-05-31,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-10
441.65,secured,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-10,,2020-06-17,local-authority-eng:GOS,2019-05-31,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-10
147.22,secured,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-10,,2020-06-17,local-authority-eng:GOS,2019-05-31,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-10
34278.7,secured,17/00314/FULL-cil-s,17/00314/FULL-tr-cil-s-1,,2020-06-17,local-authority-eng:GOS,2020-01-17,,/developer-agreement-transaction/local-authority-eng/GOS/17-00314-FULL-tr-cil-s-1
6427.26,secured,17/00314/FULL-cil-n,17/00314/FULL-tr-cil-n-1,,2020-06-17,local-authority-eng:GOS,2020-01-17,,/developer-agreement-transaction/local-authority-eng/GOS/17-00314-FULL-tr-cil-n-1
2142.42,secured,17/00314/FULL-cil-a,17/00314/FULL-tr-cil-a-1,,2020-06-17,local-authority-eng:GOS,2020-01-17,,/developer-agreement-transaction/local-authority-eng/GOS/17-00314-FULL-tr-cil-a-1
4701.16,secured,16/00526/FULL-cil-s,16/00526/FULL-tr-cil-s-1,,2020-06-17,local-authority-eng:GOS,2020-02-13,,/developer-agreement-transaction/local-authority-eng/GOS/16-00526-FULL-tr-cil-s-1
881.47,secured,16/00526/FULL-cil-n,16/00526/FULL-tr-cil-n-1,,2020-06-17,local-authority-eng:GOS,2020-02-13,,/developer-agreement-transaction/local-authority-eng/GOS/16-00526-FULL-tr-cil-n-1
293.82,secured,16/00526/FULL-cil-a,16/00526/FULL-tr-cil-a-1,,2020-06-17,local-authority-eng:GOS,2020-02-13,,/developer-agreement-transaction/local-authority-eng/GOS/16-00526-FULL-tr-cil-a-1
3505.56,secured,16/00187/FULL-cil-s,16/00187/FULL-tr-cil-s-1,,2020-06-17,local-authority-eng:GOS,2020-01-30,,/developer-agreement-transaction/local-authority-eng/GOS/16-00187-FULL-tr-cil-s-1
657.29,secured,16/00187/FULL-cil-n,16/00187/FULL-tr-cil-n-1,,2020-06-17,local-authority-eng:GOS,2020-01-30,,/developer-agreement-transaction/local-authority-eng/GOS/16-00187-FULL-tr-cil-n-1
219.1,secured,16/00187/FULL-cil-a,16/00187/FULL-tr-cil-a-1,,2020-06-17,local-authority-eng:GOS,2020-01-30,,/developer-agreement-transaction/local-authority-eng/GOS/16-00187-FULL-tr-cil-a-1
6E+3,received,18/00118/FULL-s106-1,18/00118/FULL-tr-s106-1,,2020-06-17,local-authority-eng:GOS,2020-01-10,,/developer-agreement-transaction/local-authority-eng/GOS/18-00118-FULL-tr-s106-1
8299.5,received,18/00221/FULL-cil-s,18/00221/FULL-tr-cil-s-1,,2020-06-17,local-authority-eng:GOS,2019-08-16,,/developer-agreement-transaction/local-authority-eng/GOS/18-00221-FULL-tr-cil-s-1
1556.16,received,18/00221/FULL-cil-n,18/00221/FULL-tr-cil-n-1,,2020-06-17,local-authority-eng:GOS,2019-08-16,,/developer-agreement-transaction/local-authority-eng/GOS/18-00221-FULL-tr-cil-n-1
518.72,received,18/00221/FULL-cil-a,18/00221/FULL-tr-cil-a-1,,2020-06-17,local-authority-eng:GOS,2019-08-16,,/developer-agreement-transaction/local-authority-eng/GOS/18-00221-FULL-tr-cil-a-1
16329.97,received,18/00473/FULL-cil-s,18/00473/FULL-tr-cil-s-1,,2020-06-17,local-authority-eng:GOS,2019-11-29,,/developer-agreement-transaction/local-authority-eng/GOS/18-00473-FULL-tr-cil-s-1
3061.87,received,18/00473/FULL-cil-n,18/00473/FULL-tr-cil-n-1,,2020-06-17,local-authority-eng:GOS,2019-11-29,,/developer-agreement-transaction/local-authority-eng/GOS/18-00473-FULL-tr-cil-n-1
1020.62,received,18/00473/FULL-cil-a,18/00473/FULL-tr-cil-a-1,,2020-06-17,local-authority-eng:GOS,2019-11-29,,/developer-agreement-transaction/local-authority-eng/GOS/18-00473-FULL-tr-cil-a-1
16329.96,received,18/00473/FULL-cil-s,18/00473/FULL-tr-cil-s-2,,2020-06-17,local-authority-eng:GOS,2020-03-28,,/developer-agreement-transaction/local-authority-eng/GOS/18-00473-FULL-tr-cil-s-2
3061.87,received,18/00473/FULL-cil-n,18/00473/FULL-tr-cil-n-2,,2020-06-17,local-authority-eng:GOS,2020-03-28,,/developer-agreement-transaction/local-authority-eng/GOS/18-00473-FULL-tr-cil-n-2
1020.62,received,18/00473/FULL-cil-a,18/00473/FULL-tr-cil-a-2,,2020-06-17,local-authority-eng:GOS,2020-03-28,,/developer-agreement-transaction/local-authority-eng/GOS/18-00473-FULL-tr-cil-a-2
22413.06,received,18/00117/FULL-cil-s,18/00117/FULL-tr-cil-s-1,,2020-06-17,local-authority-eng:GOS,2019-11-14,,/developer-agreement-transaction/local-authority-eng/GOS/18-00117-FULL-tr-cil-s-1
4202.45,received,18/00117/FULL-cil-n,18/00117/FULL-tr-cil-n-1,,2020-06-17,local-authority-eng:GOS,2019-11-14,,/developer-agreement-transaction/local-authority-eng/GOS/18-00117-FULL-tr-cil-n-1
1400.82,received,18/00117/FULL-cil-a,18/00117/FULL-tr-cil-a-1,,2020-06-17,local-authority-eng:GOS,2019-11-14,,/developer-agreement-transaction/local-authority-eng/GOS/18-00117-FULL-tr-cil-a-1
22413.06,received,18/00117/FULL-cil-s,18/00117/FULL-tr-cil-s-2,,2020-06-17,local-authority-eng:GOS,2020-03-13,,/developer-agreement-transaction/local-authority-eng/GOS/18-00117-FULL-tr-cil-s-2
4202.45,received,18/00117/FULL-cil-n,18/00117/FULL-tr-cil-n-2,,2020-06-17,local-authority-eng:GOS,2020-03-13,,/developer-agreement-transaction/local-authority-eng/GOS/18-00117-FULL-tr-cil-n-2
1400.82,received,18/00117/FULL-cil-a,18/00117/FULL-tr-cil-a-2,,2020-06-17,local-authority-eng:GOS,2020-03-13,,/developer-agreement-transaction/local-authority-eng/GOS/18-00117-FULL-tr-cil-a-2
